repo_owner_name,repo_name,is_private,description,language,stars,ventures_using,venture_ids,venture_names,status
Worldwidebro/fh-005-corporate-lunch-service,fh-005-corporate-lunch-service,True,Civilization OS — FH-005-Corporate-Lunch-Service,,0,35,FH-001-Personal-Chef-Service|FH-002-Meal-Prep-Delivery|FH-003-Private-Dinner-Experiences|FH-004-Catering-Company|FH-005-Corporate-Lunch-Service|FH-006-Healthy-Meal-Prep-for-Gyms|FH-007-Elderly-Meal-Service|FH-008-Athlete-Nutrition-Service|FH-009-Packaged-Food-Brand|FH-010-Frozen-Meals-Company|FH-011-Sauce-or-Seasoning-Brand|FH-012-Protein-Snacks-Brand|FH-013-Meal-Kit-Company|FH-014-Cloud-Kitchen-|FH-015-AI-Nutrition-Planner|FH-016-Recipe-App|FH-017-Cooking-Content-Brand|FH-018-Food-Influencer-Brand|FH-019-Cooking-Course-Platform|FH-020-Restaurant-POS-System|FH-021-Food-Truck-Business|FH-022-Specialty-Coffee-Shop|FH-023-Bakery-&-Pastry-Shop|FH-024-Juice-Bar|FH-025-Ice-Cream-Shop|FH-026-Gourmet-Food-Market|FH-027-Food-Delivery-Platform|FH-028-Restaurant-Management-SaaS|FH-029-Food-Quality-Testing-Lab|FH-030-Organic-Food-Brand|FH-031-Vegan-Food-Company|FH-032-Keto-Meal-Service|FH-033-Food-Photography-Service|FH-034-Restaurant-Consulting|FH-035-Food-Safety-Training,Personal Chef Service|Meal Prep Delivery|Private Dinner Experiences|Catering Company|Corporate Lunch Service|Healthy Meal Prep For Gyms|Elderly Meal Service|Athlete Nutrition Service|Packaged Food Brand|Frozen Meals Company|Sauce Or Seasoning Brand|Protein Snacks Brand|Meal Kit Company|Cloud Kitchen |Ai Nutrition Planner|Recipe App|Cooking Content Brand|Food Influencer Brand|Cooking Course Platform|Restaurant Pos System|Food Truck Business|Specialty Coffee Shop|Bakery & Pastry Shop|Juice Bar|Ice Cream Shop|Gourmet Food Market|Food Delivery Platform|Restaurant Management Saas|Food Quality Testing Lab|Organic Food Brand|Vegan Food Company|Keto Meal Service|Food Photography Service|Restaurant Consulting|Food Safety Training,aligned
Worldwidebro/fh-006-healthy-meal-prep-for-gyms,fh-006-healthy-meal-prep-for-gyms,True,Civilization OS — FH-006-Healthy-Meal-Prep-for-Gyms,,0,35,FH-001-Personal-Chef-Service|FH-002-Meal-Prep-Delivery|FH-003-Private-Dinner-Experiences|FH-004-Catering-Company|FH-005-Corporate-Lunch-Service|FH-006-Healthy-Meal-Prep-for-Gyms|FH-007-Elderly-Meal-Service|FH-008-Athlete-Nutrition-Service|FH-009-Packaged-Food-Brand|FH-010-Frozen-Meals-Company|FH-011-Sauce-or-Seasoning-Brand|FH-012-Protein-Snacks-Brand|FH-013-Meal-Kit-Company|FH-014-Cloud-Kitchen-|FH-015-AI-Nutrition-Planner|FH-016-Recipe-App|FH-017-Cooking-Content-Brand|FH-018-Food-Influencer-Brand|FH-019-Cooking-Course-Platform|FH-020-Restaurant-POS-System|FH-021-Food-Truck-Business|FH-022-Specialty-Coffee-Shop|FH-023-Bakery-&-Pastry-Shop|FH-024-Juice-Bar|FH-025-Ice-Cream-Shop|FH-026-Gourmet-Food-Market|FH-027-Food-Delivery-Platform|FH-028-Restaurant-Management-SaaS|FH-029-Food-Quality-Testing-Lab|FH-030-Organic-Food-Brand|FH-031-Vegan-Food-Company|FH-032-Keto-Meal-Service|FH-033-Food-Photography-Service|FH-034-Restaurant-Consulting|FH-035-Food-Safety-Training,Personal Chef Service|Meal Prep Delivery|Private Dinner Experiences|Catering Company|Corporate Lunch Service|Healthy Meal Prep For Gyms|Elderly Meal Service|Athlete Nutrition Service|Packaged Food Brand|Frozen Meals Company|Sauce Or Seasoning Brand|Protein Snacks Brand|Meal Kit Company|Cloud Kitchen |Ai Nutrition Planner|Recipe App|Cooking Content Brand|Food Influencer Brand|Cooking Course Platform|Restaurant Pos System|Food Truck Business|Specialty Coffee Shop|Bakery & Pastry Shop|Juice Bar|Ice Cream Shop|Gourmet Food Market|Food Delivery Platform|Restaurant Management Saas|Food Quality Testing Lab|Organic Food Brand|Vegan Food Company|Keto Meal Service|Food Photography Service|Restaurant Consulting|Food Safety Training,aligned
Worldwidebro/fh-007-elderly-meal-service,fh-007-elderly-meal-service,True,Civilization OS — FH-007-Elderly-Meal-Service,,0,35,FH-001-Personal-Chef-Service|FH-002-Meal-Prep-Delivery|FH-003-Private-Dinner-Experiences|FH-004-Catering-Company|FH-005-Corporate-Lunch-Service|FH-006-Healthy-Meal-Prep-for-Gyms|FH-007-Elderly-Meal-Service|FH-008-Athlete-Nutrition-Service|FH-009-Packaged-Food-Brand|FH-010-Frozen-Meals-Company|FH-011-Sauce-or-Seasoning-Brand|FH-012-Protein-Snacks-Brand|FH-013-Meal-Kit-Company|FH-014-Cloud-Kitchen-|FH-015-AI-Nutrition-Planner|FH-016-Recipe-App|FH-017-Cooking-Content-Brand|FH-018-Food-Influencer-Brand|FH-019-Cooking-Course-Platform|FH-020-Restaurant-POS-System|FH-021-Food-Truck-Business|FH-022-Specialty-Coffee-Shop|FH-023-Bakery-&-Pastry-Shop|FH-024-Juice-Bar|FH-025-Ice-Cream-Shop|FH-026-Gourmet-Food-Market|FH-027-Food-Delivery-Platform|FH-028-Restaurant-Management-SaaS|FH-029-Food-Quality-Testing-Lab|FH-030-Organic-Food-Brand|FH-031-Vegan-Food-Company|FH-032-Keto-Meal-Service|FH-033-Food-Photography-Service|FH-034-Restaurant-Consulting|FH-035-Food-Safety-Training,Personal Chef Service|Meal Prep Delivery|Private Dinner Experiences|Catering Company|Corporate Lunch Service|Healthy Meal Prep For Gyms|Elderly Meal Service|Athlete Nutrition Service|Packaged Food Brand|Frozen Meals Company|Sauce Or Seasoning Brand|Protein Snacks Brand|Meal Kit Company|Cloud Kitchen |Ai Nutrition Planner|Recipe App|Cooking Content Brand|Food Influencer Brand|Cooking Course Platform|Restaurant Pos System|Food Truck Business|Specialty Coffee Shop|Bakery & Pastry Shop|Juice Bar|Ice Cream Shop|Gourmet Food Market|Food Delivery Platform|Restaurant Management Saas|Food Quality Testing Lab|Organic Food Brand|Vegan Food Company|Keto Meal Service|Food Photography Service|Restaurant Consulting|Food Safety Training,aligned
Worldwidebro/fh-008-athlete-nutrition-service,fh-008-athlete-nutrition-service,True,Civilization OS — FH-008-Athlete-Nutrition-Service,,0,35,FH-001-Personal-Chef-Service|FH-002-Meal-Prep-Delivery|FH-003-Private-Dinner-Experiences|FH-004-Catering-Company|FH-005-Corporate-Lunch-Service|FH-006-Healthy-Meal-Prep-for-Gyms|FH-007-Elderly-Meal-Service|FH-008-Athlete-Nutrition-Service|FH-009-Packaged-Food-Brand|FH-010-Frozen-Meals-Company|FH-011-Sauce-or-Seasoning-Brand|FH-012-Protein-Snacks-Brand|FH-013-Meal-Kit-Company|FH-014-Cloud-Kitchen-|FH-015-AI-Nutrition-Planner|FH-016-Recipe-App|FH-017-Cooking-Content-Brand|FH-018-Food-Influencer-Brand|FH-019-Cooking-Course-Platform|FH-020-Restaurant-POS-System|FH-021-Food-Truck-Business|FH-022-Specialty-Coffee-Shop|FH-023-Bakery-&-Pastry-Shop|FH-024-Juice-Bar|FH-025-Ice-Cream-Shop|FH-026-Gourmet-Food-Market|FH-027-Food-Delivery-Platform|FH-028-Restaurant-Management-SaaS|FH-029-Food-Quality-Testing-Lab|FH-030-Organic-Food-Brand|FH-031-Vegan-Food-Company|FH-032-Keto-Meal-Service|FH-033-Food-Photography-Service|FH-034-Restaurant-Consulting|FH-035-Food-Safety-Training,Personal Chef Service|Meal Prep Delivery|Private Dinner Experiences|Catering Company|Corporate Lunch Service|Healthy Meal Prep For Gyms|Elderly Meal Service|Athlete Nutrition Service|Packaged Food Brand|Frozen Meals Company|Sauce Or Seasoning Brand|Protein Snacks Brand|Meal Kit Company|Cloud Kitchen |Ai Nutrition Planner|Recipe App|Cooking Content Brand|Food Influencer Brand|Cooking Course Platform|Restaurant Pos System|Food Truck Business|Specialty Coffee Shop|Bakery & Pastry Shop|Juice Bar|Ice Cream Shop|Gourmet Food Market|Food Delivery Platform|Restaurant Management Saas|Food Quality Testing Lab|Organic Food Brand|Vegan Food Company|Keto Meal Service|Food Photography Service|Restaurant Consulting|Food Safety Training,aligned
Worldwidebro/fh-009-packaged-food-brand,fh-009-packaged-food-brand,True,Civilization OS — FH-009-Packaged-Food-Brand,,0,34,FH-001-Personal-Chef-Service|FH-002-Meal-Prep-Delivery|FH-003-Private-Dinner-Experiences|FH-004-Catering-Company|FH-005-Corporate-Lunch-Service|FH-006-Healthy-Meal-Prep-for-Gyms|FH-007-Elderly-Meal-Service|FH-008-Athlete-Nutrition-Service|FH-009-Packaged-Food-Brand|FH-010-Frozen-Meals-Company|FH-011-Sauce-or-Seasoning-Brand|FH-012-Protein-Snacks-Brand|FH-013-Meal-Kit-Company|FH-015-AI-Nutrition-Planner|FH-016-Recipe-App|FH-017-Cooking-Content-Brand|FH-018-Food-Influencer-Brand|FH-019-Cooking-Course-Platform|FH-020-Restaurant-POS-System|FH-021-Food-Truck-Business|FH-022-Specialty-Coffee-Shop|FH-023-Bakery-&-Pastry-Shop|FH-024-Juice-Bar|FH-025-Ice-Cream-Shop|FH-026-Gourmet-Food-Market|FH-027-Food-Delivery-Platform|FH-028-Restaurant-Management-SaaS|FH-029-Food-Quality-Testing-Lab|FH-030-Organic-Food-Brand|FH-031-Vegan-Food-Company|FH-032-Keto-Meal-Service|FH-033-Food-Photography-Service|FH-034-Restaurant-Consulting|FH-035-Food-Safety-Training,Personal Chef Service|Meal Prep Delivery|Private Dinner Experiences|Catering Company|Corporate Lunch Service|Healthy Meal Prep For Gyms|Elderly Meal Service|Athlete Nutrition Service|Packaged Food Brand|Frozen Meals Company|Sauce Or Seasoning Brand|Protein Snacks Brand|Meal Kit Company|Ai Nutrition Planner|Recipe App|Cooking Content Brand|Food Influencer Brand|Cooking Course Platform|Restaurant Pos System|Food Truck Business|Specialty Coffee Shop|Bakery & Pastry Shop|Juice Bar|Ice Cream Shop|Gourmet Food Market|Food Delivery Platform|Restaurant Management Saas|Food Quality Testing Lab|Organic Food Brand|Vegan Food Company|Keto Meal Service|Food Photography Service|Restaurant Consulting|Food Safety Training,aligned
Worldwidebro/fh-010-frozen-meals-company,fh-010-frozen-meals-company,True,Civilization OS — FH-010-Frozen-Meals-Company,,0,10,FH-001-Personal-Chef-Service|FH-002-Meal-Prep-Delivery|FH-003-Private-Dinner-Experiences|FH-004-Catering-Company|FH-005-Corporate-Lunch-Service|FH-006-Healthy-Meal-Prep-for-Gyms|FH-007-Elderly-Meal-Service|FH-008-Athlete-Nutrition-Service|FH-009-Packaged-Food-Brand|FH-010-Frozen-Meals-Company,Personal Chef Service|Meal Prep Delivery|Private Dinner Experiences|Catering Company|Corporate Lunch Service|Healthy Meal Prep For Gyms|Elderly Meal Service|Athlete Nutrition Service|Packaged Food Brand|Frozen Meals Company,aligned
Worldwidebro/fh-011-sauce-or-seasoning-brand,fh-011-sauce-or-seasoning-brand,True,Civilization OS — FH-011-Sauce-or-Seasoning-Brand,,0,1,FH-011-Sauce-or-Seasoning-Brand,Sauce Or Seasoning Brand,aligned
Worldwidebro/fh-012-protein-snacks-brand,fh-012-protein-snacks-brand,True,Civilization OS — FH-012-Protein-Snacks-Brand,,0,1,FH-012-Protein-Snacks-Brand,Protein Snacks Brand,aligned
Worldwidebro/fh-013-meal-kit-company,fh-013-meal-kit-company,True,Civilization OS — FH-013-Meal-Kit-Company,,0,1,FH-013-Meal-Kit-Company,Meal Kit Company,aligned
Worldwidebro/fh-014-cloud-kitchen,fh-014-cloud-kitchen,True,Civilization OS — FH-014-Cloud-Kitchen-,,0,1,FH-014-Cloud-Kitchen-,Cloud Kitchen ,aligned
Worldwidebro/fh-014-cloud-kitchen-,fh-014-cloud-kitchen-,True,Civilization OS — FH-014-Cloud-Kitchen-,,0,1,FH-014-Cloud-Kitchen-,Cloud Kitchen ,aligned
Worldwidebro/fh-015-ai-nutrition-planner,fh-015-ai-nutrition-planner,True,Civilization OS — FH-015-AI-Nutrition-Planner,,0,1,FH-015-AI-Nutrition-Planner,Ai Nutrition Planner,aligned
Worldwidebro/fh-016-recipe-app,fh-016-recipe-app,True,Civilization OS — FH-016-Recipe-App,,0,1,FH-016-Recipe-App,Recipe App,aligned
Worldwidebro/fh-017-cooking-content-brand,fh-017-cooking-content-brand,True,Civilization OS — FH-017-Cooking-Content-Brand,,0,1,FH-017-Cooking-Content-Brand,Cooking Content Brand,aligned
Worldwidebro/fh-018-food-influencer-brand,fh-018-food-influencer-brand,True,Civilization OS — FH-018-Food-Influencer-Brand,,0,1,FH-018-Food-Influencer-Brand,Food Influencer Brand,aligned
Worldwidebro/fh-019-cooking-course-platform,fh-019-cooking-course-platform,True,Civilization OS — FH-019-Cooking-Course-Platform,,0,1,FH-019-Cooking-Course-Platform,Cooking Course Platform,aligned
Worldwidebro/fh-020-restaurant-pos-system,fh-020-restaurant-pos-system,True,Civilization OS — FH-020-Restaurant-POS-System,,0,1,FH-020-Restaurant-POS-System,Restaurant Pos System,aligned
Worldwidebro/fh-021-food-truck-business,fh-021-food-truck-business,True,Civilization OS — FH-021-Food-Truck-Business,,0,1,FH-021-Food-Truck-Business,Food Truck Business,aligned
Worldwidebro/fh-022-specialty-coffee-shop,fh-022-specialty-coffee-shop,True,Civilization OS — FH-022-Specialty-Coffee-Shop,,0,1,FH-022-Specialty-Coffee-Shop,Specialty Coffee Shop,aligned
Worldwidebro/fh-023-bakery---pastry-shop,fh-023-bakery---pastry-shop,True,Civilization OS — FH-023-Bakery-&-Pastry-Shop,,0,1,FH-023-Bakery-&-Pastry-Shop,Bakery & Pastry Shop,aligned
Worldwidebro/fh-024-juice-bar,fh-024-juice-bar,True,Civilization OS — FH-024-Juice-Bar,,0,1,FH-024-Juice-Bar,Juice Bar,aligned
Worldwidebro/fh-025-ice-cream-shop,fh-025-ice-cream-shop,True,Civilization OS — FH-025-Ice-Cream-Shop,,0,1,FH-025-Ice-Cream-Shop,Ice Cream Shop,aligned
Worldwidebro/fh-026-gourmet-food-market,fh-026-gourmet-food-market,True,Civilization OS — FH-026-Gourmet-Food-Market,,0,1,FH-026-Gourmet-Food-Market,Gourmet Food Market,aligned
Worldwidebro/fh-027-food-delivery-platform,fh-027-food-delivery-platform,True,Civilization OS — FH-027-Food-Delivery-Platform,,0,1,FH-027-Food-Delivery-Platform,Food Delivery Platform,aligned
Worldwidebro/fh-028-restaurant-management-saas,fh-028-restaurant-management-saas,True,Civilization OS — FH-028-Restaurant-Management-SaaS,,0,1,FH-028-Restaurant-Management-SaaS,Restaurant Management Saas,aligned
Worldwidebro/fh-029-food-quality-testing-lab,fh-029-food-quality-testing-lab,True,Civilization OS — FH-029-Food-Quality-Testing-Lab,,0,1,FH-029-Food-Quality-Testing-Lab,Food Quality Testing Lab,aligned
Worldwidebro/fh-030-organic-food-brand,fh-030-organic-food-brand,True,Civilization OS — FH-030-Organic-Food-Brand,,0,1,FH-030-Organic-Food-Brand,Organic Food Brand,aligned
Worldwidebro/fh-031-vegan-food-company,fh-031-vegan-food-company,True,Civilization OS — FH-031-Vegan-Food-Company,,0,1,FH-031-Vegan-Food-Company,Vegan Food Company,aligned
Worldwidebro/fh-032-keto-meal-service,fh-032-keto-meal-service,True,Civilization OS — FH-032-Keto-Meal-Service,,0,1,FH-032-Keto-Meal-Service,Keto Meal Service,aligned
Worldwidebro/fh-033-food-photography-service,fh-033-food-photography-service,True,Civilization OS — FH-033-Food-Photography-Service,,0,1,FH-033-Food-Photography-Service,Food Photography Service,aligned
Worldwidebro/fh-034-restaurant-consulting,fh-034-restaurant-consulting,True,Civilization OS — FH-034-Restaurant-Consulting,,0,1,FH-034-Restaurant-Consulting,Restaurant Consulting,aligned
Worldwidebro/fh-035-food-safety-training,fh-035-food-safety-training,True,Civilization OS — FH-035-Food-Safety-Training,,0,1,FH-035-Food-Safety-Training,Food Safety Training,aligned
Worldwidebro/fin-001-genixbank-lite,fin-001-genixbank-lite,True,Fin 001 Genixbank Lite - Part of Civilization OS venture ecosystem,,0,41,FIN-001-GenixBank-Lite|FIN-002-Credit-Repair-Automation|FIN-003-AI-Boss-Hub-Lite|FIN-004-GenixBanks-AI-Treasurer|FIN-005-U-Haul-Rental-Affiliate|FIN-006-Tax-Prep-Filing-Services|FIN-007-Business-Credit-Building|FIN-008-Business-Formation-Services|FIN-009-Crypto-Tax-Optimizer|FIN-010-AI-Powered-Garbage-Collection|FIN-011-Automated-Bookkeeping|FIN-012-Invoice-Factoring-AI|FIN-013-Charity-Donation-AI|FIN-014-Expense-Tracker-AI|FIN-015-Financial-Wellness-Coach|FIN-016-Trade-Finance-AI|FIN-017-Remittance-AI|FIN-018-Wealth-Transfer-AI|FIN-019-Payment-Gateway-AI|FIN-020-Debt-Consolidation-AI|FIN-021-Tax-Deduction-Finder|FIN-022-Budget-Forecasting-AI|FIN-023-Investment-Portfolio-AI|FIN-024-Crowdfunding-AI|FIN-025-Escrow-Automation|FIN-026-Financial-Compliance-Scanner|FIN-027-Patent-Writer-AI|FIN-028-Legal-Analyzer-AI|FIN-029-Compliance-Wallet-SaaS|FIN-030-Local-SEO-Ranker-AI|FIN-031-Investor-Dashboard-Builder|FIN-032-Legal-Toolkit-AI|FIN-033-AI-Tax-Preparation-Service|FIN-034-Payroll-Automation|FIN-035-Insurance-Underwriting-AI|FIN-036-Arbitrage-Nexus-Platform|FI-dist|FI-node_modules|FI-public|FI-src|FI-supabase,Genixbank Lite|Credit Repair Automation|Ai Boss Hub Lite|Genixbanks Ai Treasurer|U Haul Rental Affiliate|Tax Prep Filing Services|Business Credit Building|Business Formation Services|Crypto Tax Optimizer|Ai Powered Garbage Collection|Automated Bookkeeping|Invoice Factoring Ai|Charity Donation Ai|Expense Tracker Ai|Financial Wellness Coach|Trade Finance Ai|Remittance Ai|Wealth Transfer Ai|Payment Gateway Ai|Debt Consolidation Ai|Tax Deduction Finder|Budget Forecasting Ai|Investment Portfolio Ai|Crowdfunding Ai|Escrow Automation|Financial Compliance Scanner|Patent Writer Ai|Legal Analyzer Ai|Compliance Wallet Saas|Local Seo Ranker Ai|Investor Dashboard Builder|Legal Toolkit Ai|Ai Tax Preparation Service|Payroll Automation|Insurance Underwriting Ai|Arbitrage Nexus Platform|Dist|Node_Modules|Public|Src|Supabase,aligned
Worldwidebro/fin-002-credit-repair-automation,fin-002-credit-repair-automation,True,Fin 002 Credit Repair Automation - Part of Civilization OS venture ecosystem,,0,41,FIN-001-GenixBank-Lite|FIN-002-Credit-Repair-Automation|FIN-003-AI-Boss-Hub-Lite|FIN-004-GenixBanks-AI-Treasurer|FIN-005-U-Haul-Rental-Affiliate|FIN-006-Tax-Prep-Filing-Services|FIN-007-Business-Credit-Building|FIN-008-Business-Formation-Services|FIN-009-Crypto-Tax-Optimizer|FIN-010-AI-Powered-Garbage-Collection|FIN-011-Automated-Bookkeeping|FIN-012-Invoice-Factoring-AI|FIN-013-Charity-Donation-AI|FIN-014-Expense-Tracker-AI|FIN-015-Financial-Wellness-Coach|FIN-016-Trade-Finance-AI|FIN-017-Remittance-AI|FIN-018-Wealth-Transfer-AI|FIN-019-Payment-Gateway-AI|FIN-020-Debt-Consolidation-AI|FIN-021-Tax-Deduction-Finder|FIN-022-Budget-Forecasting-AI|FIN-023-Investment-Portfolio-AI|FIN-024-Crowdfunding-AI|FIN-025-Escrow-Automation|FIN-026-Financial-Compliance-Scanner|FIN-027-Patent-Writer-AI|FIN-028-Legal-Analyzer-AI|FIN-029-Compliance-Wallet-SaaS|FIN-030-Local-SEO-Ranker-AI|FIN-031-Investor-Dashboard-Builder|FIN-032-Legal-Toolkit-AI|FIN-033-AI-Tax-Preparation-Service|FIN-034-Payroll-Automation|FIN-035-Insurance-Underwriting-AI|FIN-036-Arbitrage-Nexus-Platform|FI-dist|FI-node_modules|FI-public|FI-src|FI-supabase,Genixbank Lite|Credit Repair Automation|Ai Boss Hub Lite|Genixbanks Ai Treasurer|U Haul Rental Affiliate|Tax Prep Filing Services|Business Credit Building|Business Formation Services|Crypto Tax Optimizer|Ai Powered Garbage Collection|Automated Bookkeeping|Invoice Factoring Ai|Charity Donation Ai|Expense Tracker Ai|Financial Wellness Coach|Trade Finance Ai|Remittance Ai|Wealth Transfer Ai|Payment Gateway Ai|Debt Consolidation Ai|Tax Deduction Finder|Budget Forecasting Ai|Investment Portfolio Ai|Crowdfunding Ai|Escrow Automation|Financial Compliance Scanner|Patent Writer Ai|Legal Analyzer Ai|Compliance Wallet Saas|Local Seo Ranker Ai|Investor Dashboard Builder|Legal Toolkit Ai|Ai Tax Preparation Service|Payroll Automation|Insurance Underwriting Ai|Arbitrage Nexus Platform|Dist|Node_Modules|Public|Src|Supabase,aligned
Worldwidebro/fin-003-ai-boss-hub-lite,fin-003-ai-boss-hub-lite,True,Fin 003 Ai Boss Hub Lite - Part of Civilization OS venture ecosystem,,0,41,FIN-001-GenixBank-Lite|FIN-002-Credit-Repair-Automation|FIN-003-AI-Boss-Hub-Lite|FIN-004-GenixBanks-AI-Treasurer|FIN-005-U-Haul-Rental-Affiliate|FIN-006-Tax-Prep-Filing-Services|FIN-007-Business-Credit-Building|FIN-008-Business-Formation-Services|FIN-009-Crypto-Tax-Optimizer|FIN-010-AI-Powered-Garbage-Collection|FIN-011-Automated-Bookkeeping|FIN-012-Invoice-Factoring-AI|FIN-013-Charity-Donation-AI|FIN-014-Expense-Tracker-AI|FIN-015-Financial-Wellness-Coach|FIN-016-Trade-Finance-AI|FIN-017-Remittance-AI|FIN-018-Wealth-Transfer-AI|FIN-019-Payment-Gateway-AI|FIN-020-Debt-Consolidation-AI|FIN-021-Tax-Deduction-Finder|FIN-022-Budget-Forecasting-AI|FIN-023-Investment-Portfolio-AI|FIN-024-Crowdfunding-AI|FIN-025-Escrow-Automation|FIN-026-Financial-Compliance-Scanner|FIN-027-Patent-Writer-AI|FIN-028-Legal-Analyzer-AI|FIN-029-Compliance-Wallet-SaaS|FIN-030-Local-SEO-Ranker-AI|FIN-031-Investor-Dashboard-Builder|FIN-032-Legal-Toolkit-AI|FIN-033-AI-Tax-Preparation-Service|FIN-034-Payroll-Automation|FIN-035-Insurance-Underwriting-AI|FIN-036-Arbitrage-Nexus-Platform|FI-dist|FI-node_modules|FI-public|FI-src|FI-supabase,Genixbank Lite|Credit Repair Automation|Ai Boss Hub Lite|Genixbanks Ai Treasurer|U Haul Rental Affiliate|Tax Prep Filing Services|Business Credit Building|Business Formation Services|Crypto Tax Optimizer|Ai Powered Garbage Collection|Automated Bookkeeping|Invoice Factoring Ai|Charity Donation Ai|Expense Tracker Ai|Financial Wellness Coach|Trade Finance Ai|Remittance Ai|Wealth Transfer Ai|Payment Gateway Ai|Debt Consolidation Ai|Tax Deduction Finder|Budget Forecasting Ai|Investment Portfolio Ai|Crowdfunding Ai|Escrow Automation|Financial Compliance Scanner|Patent Writer Ai|Legal Analyzer Ai|Compliance Wallet Saas|Local Seo Ranker Ai|Investor Dashboard Builder|Legal Toolkit Ai|Ai Tax Preparation Service|Payroll Automation|Insurance Underwriting Ai|Arbitrage Nexus Platform|Dist|Node_Modules|Public|Src|Supabase,aligned
