venture_number,venture_id,venture_name,canonical_sector_id,canonical_sector_name,opco_id,executive_division,business_archetype,portfolio_horizon,development_stage,github_repo_url,live_front_door_url
293,EC-037,Return Optimization Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-037-return-optimization-ai,https://worldwidebro.github.io/return-optimization-ai/
294,EC-038,Chatbot Customer Service,SEC-029,Marketplace & Platform,OpCo-029,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-038-chatbot-customer-service,https://worldwidebro.github.io/chatbot-customer-service/
295,EC-039,Visual Search Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-039-visual-search-ai,https://worldwidebro.github.io/visual-search-ai/
296,EC-040,Abandoned Cart Recovery,SEC-029,Marketplace & Platform,OpCo-029,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-040-abandoned-cart-recovery,https://worldwidebro.github.io/abandoned-cart-recovery/
297,EC-041,Seasonal Trend Predictor,SEC-019,Marketing & Advertising,OpCo-019,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-041-seasonal-trend-predictor,https://worldwidebro.github.io/seasonal-trend-predictor/
298,EC-042,Influencer Matchmaker,SEC-029,Marketplace & Platform,OpCo-029,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-042-influencer-matchmaker,https://worldwidebro.github.io/influencer-matchmaker/
299,EC-043,Ugc Content Aggregator,SEC-004,Content & Media,OpCo-004,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-043-ugc-content-aggregator,https://worldwidebro.github.io/ugc-content-aggregator/
300,EC-044,Live Commerce Platform,SEC-021,Retail & E-commerce,OpCo-021,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H2: Fast-Follow Feeders,growth,https://github.com/Worldwidebro/ec-044-live-commerce-platform,https://worldwidebro.github.io/live-commerce-platform/
301,EC-045,Ar Virtual Fitting Room,SEC-029,Marketplace & Platform,OpCo-029,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-045-ar-virtual-fitting-room,https://worldwidebro.github.io/ar-virtual-fitting-room/
302,EC-046,3D Product Viewer,SEC-019,Marketing & Advertising,OpCo-019,09. Marketing,D2C & Digital Long Tail (Storefronts & Media),H2: Fast-Follow Feeders,growth,https://github.com/Worldwidebro/ec-046-3d-product-viewer,https://worldwidebro.github.io/3d-product-viewer/
303,EC-047,Carbon Footprint Tracker,SEC-031,Climate & Sustainability,OpCo-031,07. Operations,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-047-carbon-footprint-tracker,https://worldwidebro.github.io/carbon-footprint-tracker/
304,EC-048,Wholesale Marketplace Ai,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-048-wholesale-marketplace-ai,https://worldwidebro.github.io/wholesale-marketplace-ai/
305,EC-049,Rental Marketplace,SEC-029,Marketplace & Platform,OpCo-029,08. Revenue,D2C & Digital Long Tail (Storefronts & Media),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-049-rental-marketplace,https://worldwidebro.github.io/rental-marketplace/
306,EC-050,Ai Product Descriptions,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-050-ai-product-descriptions,https://worldwidebro.github.io/ai-product-descriptions/
307,EC-051,Ai Email Marketing,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-051-ai-email-marketing,https://worldwidebro.github.io/ai-email-marketing/
308,EC-052,Ai Product Bundler,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-052-ai-product-bundler,https://worldwidebro.github.io/ai-product-bundler/
309,EC-053,Ai Visual Merchandiser,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-053-ai-visual-merchandiser,https://worldwidebro.github.io/ai-visual-merchandiser/
310,EC-054,Ai Demand Forecasting,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-054-ai-demand-forecasting,https://worldwidebro.github.io/ai-demand-forecasting/
311,EC-055,Ai Warehouse Management,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-055-ai-warehouse-management,https://worldwidebro.github.io/ai-warehouse-management/
312,EC-056,Ai Supplier Matching,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-056-ai-supplier-matching,https://worldwidebro.github.io/ai-supplier-matching/
313,EC-057,Ai Quality Control,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-057-ai-quality-control,https://worldwidebro.github.io/ai-quality-control/
314,EC-058,Ai Packaging Designer,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-058-ai-packaging-designer,https://worldwidebro.github.io/ai-packaging-designer/
315,EC-059,Ai Logistics Planner,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-059-ai-logistics-planner,https://worldwidebro.github.io/ai-logistics-planner/
316,EC-060,Ai Customer Loyalty,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-060-ai-customer-loyalty,https://worldwidebro.github.io/ai-customer-loyalty/
317,EC-061,Ai Gift Finder,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-061-ai-gift-finder,https://worldwidebro.github.io/ai-gift-finder/
318,EC-062,Ai Trend Hunter,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-062-ai-trend-hunter,https://worldwidebro.github.io/ai-trend-hunter/
319,EC-063,Ai Market Research,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-063-ai-market-research,https://worldwidebro.github.io/ai-market-research/
320,EC-064,Ai Competitor Watcher,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-064-ai-competitor-watcher,https://worldwidebro.github.io/ai-competitor-watcher/
321,EC-065,Ai Product Development,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-065-ai-product-development,https://worldwidebro.github.io/ai-product-development/
322,EC-066,Ai Customer Journey,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-066-ai-customer-journey,https://worldwidebro.github.io/ai-customer-journey/
323,EC-067,Ai Payment Optimization,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-067-ai-payment-optimization,https://worldwidebro.github.io/ai-payment-optimization/
324,EC-068,Ai Returns Management,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-068-ai-returns-management,https://worldwidebro.github.io/ai-returns-management/
325,EC-069,Ai Shipping Labeler,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-069-ai-shipping-labeler,https://worldwidebro.github.io/ai-shipping-labeler/
326,EC-070,Ai Product Launch Coach,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-070-ai-product-launch-coach,https://worldwidebro.github.io/ai-product-launch-coach/
327,EC-071,Ai Vendor Negotiator,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-071-ai-vendor-negotiator,https://worldwidebro.github.io/ai-vendor-negotiator/
328,EC-072,Ai Product Cataloger,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-072-ai-product-cataloger,https://worldwidebro.github.io/ai-product-cataloger/
329,EC-073,Ai Order Prioritizer,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-073-ai-order-prioritizer,https://worldwidebro.github.io/ai-order-prioritizer/
330,EC-074,Ai Customer Segmentation,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-074-ai-customer-segmentation,https://worldwidebro.github.io/ai-customer-segmentation/
331,EC-075,Ai Pricing Analyst,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-075-ai-pricing-analyst,https://worldwidebro.github.io/ai-pricing-analyst/
332,EC-076,Ai Sales Forecasting,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-076-ai-sales-forecasting,https://worldwidebro.github.io/ai-sales-forecasting/
333,EC-077,Ai Inventory Reordering,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-077-ai-inventory-reordering,https://worldwidebro.github.io/ai-inventory-reordering/
334,EC-078,Ai Product Comparison,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-078-ai-product-comparison,https://worldwidebro.github.io/ai-product-comparison/
335,EC-079,Ai Customer Feedback,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-079-ai-customer-feedback,https://worldwidebro.github.io/ai-customer-feedback/
336,EC-080,Ai Product Updates,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-080-ai-product-updates,https://worldwidebro.github.io/ai-product-updates/
337,EC-081,Ai Cross Selling,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-081-ai-cross-selling,https://worldwidebro.github.io/ai-cross-selling/
338,EC-082,Ai Up Selling,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-082-ai-up-selling,https://worldwidebro.github.io/ai-up-selling/
339,EC-083,Ai Product Education,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-083-ai-product-education,https://worldwidebro.github.io/ai-product-education/
340,EC-084,Ai Purchase Timing,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-084-ai-purchase-timing,https://worldwidebro.github.io/ai-purchase-timing/
341,EC-085,Ai Customer Support,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-085-ai-customer-support,https://worldwidebro.github.io/ai-customer-support/
342,EC-086,Ai Order Tracking,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-086-ai-order-tracking,https://worldwidebro.github.io/ai-order-tracking/
343,EC-087,Ai Product Reviews,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-087-ai-product-reviews,https://worldwidebro.github.io/ai-product-reviews/
344,EC-088,Ai Customer Community,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-088-ai-customer-community,https://worldwidebro.github.io/ai-customer-community/
345,EC-089,Ai Product Customization,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-089-ai-product-customization,https://worldwidebro.github.io/ai-product-customization/
346,EC-090,Ai Gift Registry,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-090-ai-gift-registry,https://worldwidebro.github.io/ai-gift-registry/
347,EC-091,Ai Wedding Registry,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-091-ai-wedding-registry,https://worldwidebro.github.io/ai-wedding-registry/
348,EC-092,Ai Baby Registry,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-092-ai-baby-registry,https://worldwidebro.github.io/ai-baby-registry/
349,EC-093,Ai Holiday Planner,SEC-032,Artificial Intelligence & ML,OpCo-032,05. Technology,Infrastructure Core (Platforms & AI),H3: Frozen Frontier / Call Options,planned,https://github.com/Worldwidebro/ec-093-ai-holiday-planner,https://worldwidebro.github.io/ai-holiday-planner/
